id,valeur_NO2,valeur_CO,valeur_O3,valeur_PM10,valeur_PM25
2024-01-09 09,18.2,0.299,19.6,22.7,17.6
2024-01-09 10,17.8,0.302,22.0,23.3,18.6
2024-01-09 11,16.2,0.299,25.0,23.9,19.8
2024-01-09 12,16.6,0.299,26.7,26.3,21.1
2024-01-09 13,17.0,0.297,28.4,27.0,20.9
2024-01-09 14,20.1,0.297,26.2,27.1,21.3
2024-01-09 15,20.9,0.295,25.8,28.0,20.2
2024-01-09 16,21.0,0.296,25.4,24.8,20.5
2024-01-09 17,22.0,0.304,23.4,25.5,21.4
2024-01-09 18,27.2,0.318,17.8,27.4,23.7
2024-01-09 19,26.6,0.329,17.5,28.9,25.9
2024-01-09 20,19.0,0.306,22.5,28.3,25.9
2024-01-09 21,18.1,0.309,23.4,27.7,25.8
2024-01-09 22,18.3,0.308,21.2,27.2,25.4
2024-01-09 23,18.8,0.311,20.3,28.1,26.3
2024-01-10 00,18.6,0.314,19.4,28.9,26.5
2024-01-10 01,17.3,0.306,20.4,29.7,27.0
2024-01-10 02,16.7,0.298,21.4,30.3,26.3
2024-01-10 03,17.2,0.287,20.7,27.6,25.4
2024-01-10 04,17.1,0.28,21.5,26.5,24.5
2024-01-10 05,23.2,0.293,16.5,27.6,24.9
2024-01-10 06,26.0,0.288,15.3,27.4,23.4
2024-01-10 07,32.6,0.303,11.1,26.7,21.5
2024-01-10 08,31.9,0.318,13.3,30.1,22.6
2024-01-10 09,30.1,0.312,15.6,31.5,23.2
2024-01-10 10,27.5,0.316,19.6,31.8,21.9
2024-01-10 11,24.4,0.318,21.9,30.2,22.3
2024-01-10 12,23.0,0.324,23.8,34.6,24.4
2024-01-10 13,23.5,0.325,24.6,38.1,24.7
2024-01-10 14,27.4,0.339,22.9,34.1,24.8
2024-01-10 15,34.4,0.355,15.2,35.0,24.8
2024-01-10 16,36.8,0.359,9.7,33.7,24.9
2024-01-10 17,45.0,0.388,2.5,30.9,22.8
2024-01-10 18,47.0,0.426,1.4,35.2,24.8
2024-01-10 19,43.9,0.436,3.3,36.9,28.2
2024-01-10 20,42.1,0.438,3.9,37.7,30.6
2024-01-10 21,42.3,0.443,3.3,36.8,30.7
2024-01-10 22,42.8,0.457,1.5,35.2,29.3
2024-01-10 23,35.5,0.408,4.1,35.4,29.4
2024-01-11 00,30.7,0.403,6.7,34.6,29.6
2024-01-11 01,30.2,0.397,6.1,35.5,30.2
2024-01-11 02,28.6,0.398,6.3,35.8,30.6
2024-01-11 03,30.2,0.392,4.8,35.8,31.1
2024-01-11 04,27.8,0.384,6.6,34.2,29.9
2024-01-11 05,32.3,0.38,2.7,32.8,29.0
2024-01-11 06,37.7,0.393,0.6,33.6,28.8
2024-01-11 07,39.2,0.411,1.1,38.8,29.0
2024-01-11 08,41.4,0.471,3.5,43.7,30.3
2024-01-11 09,37.1,0.458,10.3,46.8,32.2
2024-01-11 10,33.4,0.433,15.2,52.3,35.6
2024-01-11 11,31.1,0.44,19.5,47.8,37.2
2024-01-11 12,33.3,0.439,19.7,48.7,38.0
2024-01-11 13,35.7,0.43,20.2,53.7,36.6
2024-01-11 14,38.2,0.43,19.0,49.7,36.0
2024-01-11 15,42.9,0.429,14.0,49.5,35.1
2024-01-11 16,53.5,0.478,4.2,48.0,37.1
2024-01-11 17,57.8,0.511,1.2,48.7,39.2
2024-01-11 18,56.5,0.475,2.3,49.9,40.4
2024-01-11 19,54.8,0.439,2.8,45.6,38.0
2024-01-11 20,51.6,0.418,3.6,43.9,34.8
2024-01-11 21,53.0,0.406,3.6,39.0,31.4
2024-01-11 22,46.5,0.353,10.8,30.7,25.6
2024-01-11 23,31.8,0.289,28.9,20.1,17.6
2024-01-12 00,24.9,0.243,37.4,14.0,12.5
2024-01-12 01,24.4,0.248,36.4,15.3,13.6
2024-01-12 02,22.9,0.231,36.6,13.9,12.3
2024-01-12 03,24.4,0.223,32.4,15.8,14.3
2024-01-12 04,27.6,0.228,26.9,19.7,18.1
2024-01-12 05,30.3,0.229,26.9,20.2,18.0
2024-01-12 06,41.4,0.248,19.3,20.5,17.0
2024-01-12 07,40.4,0.25,21.8,21.0,17.3
2024-01-12 08,34.0,0.239,29.1,25.6,19.0
2024-01-12 09,23.6,0.217,40.3,25.6,19.8
2024-01-12 10,23.1,0.234,39.6,28.8,23.0
2024-01-12 11,21.1,0.224,46.0,29.2,23.0
2024-01-12 12,20.7,0.221,48.6,29.7,23.3
2024-01-12 13,23.4,0.225,44.3,32.4,24.2
2024-01-12 14,24.8,0.232,40.7,33.0,25.5
2024-01-12 15,22.1,0.225,41.6,32.3,26.7
2024-01-12 16,25.8,0.246,35.5,32.9,28.6
2024-01-12 17,29.3,0.254,30.2,34.7,30.1
2024-01-12 18,26.7,0.25,32.2,32.8,29.5
2024-01-12 19,27.1,0.264,30.0,34.3,30.9
2024-01-12 20,24.0,0.259,31.5,33.6,31.0
2024-01-12 21,24.5,0.26,28.8,34.9,32.2
2024-01-12 22,20.8,0.237,35.3,30.0,27.6
2024-01-12 23,17.6,0.232,34.1,28.9,27.4
2024-01-13 00,18.3,0.243,29.4,30.7,29.2
2024-01-13 01,17.7,0.24,28.8,28.7,27.6
2024-01-13 02,18.2,0.238,29.5,27.2,26.5
2024-01-13 03,16.8,0.231,31.2,22.8,22.2
2024-01-13 04,18.6,0.235,28.7,19.7,19.1
2024-01-13 05,21.3,0.241,24.9,20.2,19.6
2024-01-13 06,22.4,0.233,25.6,18.2,17.7
2024-01-13 07,24.6,0.241,23.4,17.5,17.0
2024-01-13 08,27.6,0.25,19.9,19.5,17.9
2024-01-13 09,32.3,0.28,14.3,20.4,18.9
2024-01-13 10,27.8,0.277,20.4,18.3,16.9
2024-01-13 11,28.5,0.266,20.5,20.3,18.8
2024-01-13 12,31.3,0.288,19.0,23.3,21.5
2024-01-13 13,33.9,0.292,19.5,24.1,21.1
2024-01-13 14,36.7,0.316,17.0,24.7,22.0
2024-01-13 15,43.7,0.353,10.3,28.5,24.7
2024-01-13 16,50.0,0.379,3.6,29.8,26.4
2024-01-13 17,54.0,0.418,1.1,33.7,29.6
2024-01-13 18,56.1,0.446,0.8,34.9,31.4
2024-01-13 19,57.5,0.45,1.2,34.9,32.5
2024-01-13 20,54.5,0.422,1.5,40.6,38.3
2024-01-13 21,51.8,0.404,1.6,41.6,39.5
2024-01-13 22,48.0,0.397,2.9,39.9,38.6
2024-01-13 23,39.8,0.378,7.8,38.4,37.3
2024-01-14 00,33.7,0.352,12.0,36.6,35.9
2024-01-14 01,29.2,0.3,15.4,33.3,32.6
2024-01-14 02,25.3,0.267,21.5,28.0,26.9
2024-01-14 03,21.5,0.26,24.7,26.5,25.5
2024-01-14 04,24.2,0.272,21.7,27.7,27.0
2024-01-14 05,26.2,0.28,19.9,29.0,28.2
2024-01-14 06,32.9,0.298,13.4,29.8,29.1
2024-01-14 07,39.0,0.311,8.5,28.9,27.4
2024-01-14 08,35.8,0.34,10.7,29.7,28.4
2024-01-14 09,33.6,0.325,12.9,30.7,28.5
2024-01-14 10,38.3,0.366,11.6,35.6,32.4
2024-01-14 11,41.0,0.449,13.3,43.8,39.5
2024-01-14 12,37.2,0.42,19.2,43.5,40.1
2024-01-14 13,36.6,0.417,19.9,41.8,38.6
2024-01-14 14,36.4,0.4,19.3,41.5,36.3
2024-01-14 15,36.2,0.392,17.5,38.9,34.5
2024-01-14 16,33.1,0.376,19.8,33.7,30.5
2024-01-14 17,35.7,0.4,16.9,32.1,29.6
2024-01-14 18,37.3,0.385,13.9,31.6,30.1
2024-01-14 19,33.1,0.371,18.5,30.1,28.8
2024-01-14 20,33.6,0.367,19.9,26.7,25.7
2024-01-14 21,30.4,0.348,22.3,24.3,23.3
2024-01-14 22,29.5,0.351,21.9,24.0,23.2
2024-01-14 23,26.1,0.337,22.1,21.9,21.0
2024-01-15 00,23.1,0.313,23.3,19.9,18.9
2024-01-15 01,21.3,0.296,23.9,18.9,18.0
2024-01-15 02,20.7,0.276,24.3,17.6,16.9
2024-01-15 03,17.9,0.273,27.5,16.8,15.6
2024-01-15 04,15.0,0.239,32.1,12.9,12.3
2024-01-15 05,26.0,0.258,24.1,11.6,11.1
2024-01-15 06,34.2,0.245,21.1,10.1,9.4
2024-01-15 07,36.0,0.269,16.4,13.9,11.7
2024-01-15 08,34.4,0.285,16.8,20.1,14.0
2024-01-15 09,33.9,0.283,24.6,19.6,13.0
2024-01-15 10,22.6,0.229,45.7,16.1,9.3
2024-01-15 11,15.0,0.203,60.4,12.2,6.0
2024-01-15 12,14.1,0.199,61.9,12.5,5.2
2024-01-15 13,13.2,0.195,63.4,14.2,4.6
2024-01-15 14,14.4,0.187,61.8,12.6,3.8
2024-01-15 15,15.6,0.196,60.9,10.3,3.0
2024-01-15 16,24.3,0.235,51.9,10.3,4.1
2024-01-15 17,28.8,0.248,47.5,11.7,4.9
2024-01-15 18,33.5,0.304,42.3,11.6,6.3
2024-01-15 19,44.7,0.337,30.7,16.3,9.5
2024-01-15 20,47.1,0.359,27.6,17.7,11.5
2024-01-15 21,40.2,0.277,32.4,13.0,8.6
2024-01-15 22,31.2,0.254,39.5,10.2,6.9
2024-01-15 23,29.0,0.267,42.4,9.3,5.4
2024-01-16 00,72.8,0.804,3.6,27.7,22.9
2024-01-16 01,77.1,0.694,2.6,26.4,21.7
2024-01-16 02,75.7,0.767,2.5,28.3,23.6
2024-01-16 03,73.8,0.908,3.1,37.2,31.9
2024-01-16 04,71.7,0.783,2.1,39.4,33.9
2024-01-16 05,71.4,0.834,2.2,37.1,32.3
2024-01-16 06,74.6,0.989,2.3,44.8,39.0
2024-01-16 07,79.5,1.255,2.5,56.6,47.0
2024-01-16 08,83.7,1.565,3.0,77.3,58.7
2024-01-16 09,82.7,1.33,4.2,84.0,61.7
2024-01-16 10,81.9,0.914,7.6,65.2,46.5
2024-01-16 11,72.1,0.638,15.6,54.5,37.1
2024-01-16 12,62.1,0.487,23.9,38.9,28.2
2024-01-16 13,54.5,0.379,29.4,34.4,21.0
2024-01-16 14,48.3,0.298,31.4,24.9,14.4
2024-01-16 15,44.5,0.278,33.9,25.1,13.8
2024-01-16 16,37.2,0.267,36.4,21.5,13.6
2024-01-16 17,38.7,0.297,33.1,20.5,14.4
2024-01-16 18,45.8,0.328,25.3,23.1,17.6
2024-01-16 19,40.7,0.305,29.1,22.3,18.2
2024-01-16 20,25.2,0.307,42.4,22.1,18.9
2024-01-16 21,21.4,0.299,41.1,20.0,17.3
2024-01-16 22,26.2,0.306,32.2,20.9,17.6
2024-01-16 23,30.2,0.267,24.3,20.9,16.9
2024-01-17 00,31.5,0.273,19.3,21.5,18.2
2024-01-17 01,25.2,0.274,20.9,21.4,18.8
2024-01-17 02,25.0,0.29,17.9,21.2,19.0
2024-01-17 03,19.7,0.284,19.9,18.4,17.5
2024-01-17 04,21.8,0.307,17.3,15.8,15.1
2024-01-17 05,32.0,0.322,7.6,13.3,12.9
2024-01-17 06,37.5,0.333,3.5,11.4,10.8
2024-01-17 07,42.9,0.405,0.3,11.9,10.7
2024-01-17 08,38.9,0.37,2.5,11.7,8.6
2024-01-17 09,44.3,0.504,0.8,12.1,8.9
2024-01-17 10,45.4,0.554,0.4,17.7,12.0
2024-01-17 11,45.5,0.568,0.7,18.7,14.1
2024-01-17 12,48.3,0.593,1.2,23.8,17.7
2024-01-17 13,42.2,0.491,1.0,17.3,11.5
2024-01-17 14,40.5,0.486,0.8,11.7,8.0
2024-01-17 15,40.6,0.47,0.5,10.3,7.5
2024-01-17 16,34.6,0.378,5.9,5.6,4.4
2024-01-17 17,32.7,0.377,10.5,6.5,5.6
2024-01-17 18,37.2,0.372,11.8,12.3,11.4
2024-01-17 19,34.0,0.327,21.7,13.4,12.9
2024-01-17 20,27.6,0.312,32.7,15.7,15.0
2024-01-17 21,27.9,0.302,35.5,15.5,15.1
2024-01-17 22,26.2,0.291,38.9,16.3,15.8
2024-01-17 23,20.8,0.265,46.4,15.3,15.0
2024-01-18 00,16.0,0.235,55.4,12.2,11.8
2024-01-18 01,14.3,0.231,57.8,10.9,10.3
2024-01-18 02,13.0,0.219,58.3,11.3,11.0
2024-01-18 03,12.4,0.208,59.9,8.4,7.8
2024-01-18 04,15.1,0.188,56.5,6.2,5.9
2024-01-18 05,19.7,0.212,47.9,11.2,10.7
2024-01-18 06,30.7,0.259,31.8,17.9,16.8
2024-01-18 07,33.3,0.28,27.3,21.1,18.8
2024-01-18 08,38.7,0.323,22.6,27.3,23.4
2024-01-18 09,38.0,0.328,25.1,31.8,25.2
2024-01-18 10,36.6,0.343,29.1,31.4,25.7
2024-01-18 11,38.5,0.326,32.6,30.0,24.5
2024-01-18 12,34.5,0.324,38.5,30.2,24.6
2024-01-18 13,30.2,0.29,44.5,28.0,20.2
2024-01-18 14,26.5,0.249,49.9,21.5,13.5
2024-01-18 15,25.9,0.248,49.8,17.0,10.9
2024-01-18 16,28.0,0.248,46.7,13.1,8.7
2024-01-18 17,39.5,0.305,33.6,17.8,11.7
2024-01-18 18,45.8,0.37,27.8,19.7,15.4
2024-01-18 19,46.2,0.418,25.8,22.8,18.2
2024-01-18 20,44.5,0.423,27.5,25.2,21.6
2024-01-18 21,36.0,0.364,33.4,21.0,17.7
2024-01-18 22,38.5,0.365,28.2,18.7,15.5
2024-01-18 23,46.2,0.403,20.2,20.6,18.0
2024-01-19 00,39.7,0.375,23.8,18.3,16.0
2024-01-19 01,47.2,0.414,15.8,21.1,18.1
2024-01-19 02,48.0,0.425,12.9,19.8,17.0
2024-01-19 03,45.9,0.399,14.0,19.2,15.9
2024-01-19 04,48.9,0.405,10.4,17.6,15.2
2024-01-19 05,58.8,0.482,1.5,17.9,15.3
2024-01-19 06,55.2,0.408,4.7,22.2,18.8
2024-01-19 07,60.3,0.506,1.5,24.6,19.7
2024-01-19 08,62.2,0.599,2.8,31.6,21.2
2024-01-19 09,65.5,0.668,5.1,37.7,24.4
2024-01-19 10,68.7,0.727,7.6,43.8,27.4
2024-01-19 11,55.5,0.488,21.3,35.2,24.1
2024-01-19 12,39.7,0.339,38.9,23.8,18.1
2024-01-19 13,50.1,0.332,30.4,23.6,16.7
2024-01-19 14,40.2,0.277,41.0,22.8,15.4
2024-01-19 15,55.4,0.442,14.9,38.2,30.6
2024-01-19 16,65.1,0.475,1.0,48.3,43.2
2024-01-19 17,65.8,0.452,0.1,44.7,41.0
2024-01-19 18,63.1,0.409,1.7,43.3,40.0
2024-01-19 19,48.5,0.338,16.4,36.2,33.6
2024-01-19 20,27.0,0.288,36.7,28.2,25.9
2024-01-19 21,25.3,0.268,38.9,25.8,24.0
2024-01-19 22,19.2,0.245,46.4,21.1,19.4
2024-01-19 23,23.9,0.235,41.7,20.2,17.6
2024-01-20 00,19.5,0.225,45.8,17.8,16.2
2024-01-20 01,18.1,0.213,47.2,18.7,16.1
2024-01-20 02,20.4,0.207,44.4,18.6,16.9
2024-01-20 03,19.1,0.201,45.6,18.5,16.8
2024-01-20 04,19.4,0.199,44.5,17.5,15.9
2024-01-20 05,23.2,0.207,39.9,16.8,15.2
2024-01-20 06,27.5,0.239,35.2,15.8,14.2
2024-01-20 07,30.0,0.247,32.2,19.3,14.9
2024-01-20 08,35.7,0.248,28.4,20.1,17.0
2024-01-20 09,39.1,0.29,28.2,25.5,20.9
2024-01-20 10,37.4,0.309,32.0,25.1,19.1
2024-01-20 11,32.2,0.299,36.8,23.2,19.7
2024-01-20 12,32.7,0.311,38.9,27.4,21.6
2024-01-20 13,37.2,0.343,35.5,29.3,22.3
2024-01-20 14,39.7,0.37,31.7,31.8,23.0
2024-01-20 15,39.9,0.335,30.6,27.9,18.4
2024-01-20 16,46.5,0.327,22.9,27.4,19.3
2024-01-20 17,55.2,0.365,14.1,29.9,23.0
2024-01-20 18,59.9,0.401,8.7,30.0,24.5
2024-01-20 19,57.2,0.408,8.1,34.0,30.0
2024-01-20 20,53.7,0.426,7.9,34.2,31.3
2024-01-20 21,40.4,0.4,14.7,32.0,29.7
2024-01-20 22,34.5,0.402,17.9,31.1,28.6
2024-01-20 23,28.7,0.367,23.6,27.3,25.3
2024-01-21 00,21.6,0.29,31.3,22.3,20.1
2024-01-21 01,19.8,0.272,32.3,19.9,18.2
2024-01-21 02,19.6,0.268,29.9,19.2,17.6
2024-01-21 03,19.9,0.261,30.4,18.4,17.3
2024-01-21 04,17.7,0.247,34.5,16.7,14.8
2024-01-21 05,14.3,0.226,40.7,13.4,11.7
2024-01-21 06,15.3,0.229,39.7,11.6,10.4
2024-01-21 07,14.2,0.259,38.9,12.1,11.0
2024-01-21 08,17.9,0.276,35.9,13.4,10.6
2024-01-21 09,17.6,0.276,36.5,13.1,10.4
2024-01-21 10,20.5,0.263,34.5,14.4,10.4
2024-01-21 11,25.1,0.27,31.7,15.9,12.2
2024-01-21 12,20.2,0.255,37.8,15.9,13.1
2024-01-21 13,19.1,0.263,37.9,17.3,14.7
2024-01-21 14,18.7,0.25,38.7,16.2,13.7
2024-01-21 15,16.5,0.25,41.8,15.4,12.7
2024-01-21 16,15.8,0.237,44.5,14.1,12.3
2024-01-21 17,16.8,0.233,44.1,9.8,8.6
2024-01-21 18,17.4,0.24,42.7,10.9,10.0
2024-01-21 19,13.5,0.227,45.6,13.3,11.5
2024-01-21 20,12.8,0.202,48.5,11.2,9.5
2024-01-21 21,8.4,0.184,54.2,7.2,6.1
2024-01-21 22,6.9,0.174,55.6,5.7,4.8
2024-01-21 23,5.9,0.165,57.5,5.8,4.7
2024-01-22 00,4.9,0.153,61.6,4.5,3.6
2024-01-22 01,5.3,0.151,61.4,4.0,2.9
2024-01-22 02,5.2,0.149,61.6,3.2,2.7
2024-01-22 03,5.1,0.147,62.3,3.6,2.3
2024-01-22 04,5.8,0.147,61.8,3.2,2.2
2024-01-22 05,9.6,0.153,57.8,3.4,2.3
2024-01-22 06,13.1,0.163,53.0,3.1,2.3
2024-01-22 07,17.3,0.194,48.0,4.1,2.5
2024-01-22 08,19.6,0.195,45.4,5.5,2.7
2024-01-22 09,21.2,0.185,46.3,9.7,4.9
2024-01-22 10,19.0,0.172,55.1,15.5,8.2
2024-01-22 11,21.3,0.18,56.6,17.4,10.0
2024-01-22 12,17.7,0.18,60.7,18.7,11.2
2024-01-22 13,13.7,0.161,66.2,13.6,7.5
2024-01-22 14,12.3,0.155,67.3,13.9,6.7
2024-01-22 15,16.5,0.172,62.7,16.4,7.2
2024-01-22 16,13.3,0.162,67.7,9.5,4.0
2024-01-22 17,16.6,0.183,63.4,10.3,4.8
2024-01-22 18,16.9,0.192,61.8,10.8,5.7
2024-01-22 19,15.2,0.186,63.6,15.4,8.0
2024-01-22 20,12.9,0.185,65.9,17.0,9.5
2024-01-22 21,11.5,0.175,66.4,17.7,9.5
2024-01-22 22,11.8,0.175,64.0,17.1,9.2
2024-01-22 23,8.4,0.167,64.5,14.2,8.1
2024-01-23 00,6.6,0.161,68.4,13.4,7.5
2024-01-23 01,8.0,0.16,65.5,13.0,7.4
2024-01-23 02,9.8,0.166,60.4,14.5,8.2
2024-01-23 03,11.7,0.166,57.5,17.1,9.1
2024-01-23 04,13.3,0.17,57.6,19.4,10.2
2024-01-23 05,18.1,0.175,52.5,20.8,10.3
2024-01-23 06,25.2,0.188,44.3,18.5,9.9
2024-01-23 07,33.1,0.217,35.5,19.6,10.8
2024-01-23 08,30.4,0.231,37.3,23.2,11.9
2024-01-23 09,31.0,0.237,37.2,27.0,12.9
2024-01-23 10,31.6,0.261,36.7,26.6,13.6
2024-01-23 11,30.1,0.248,34.5,28.7,17.4
2024-01-23 12,26.8,0.23,35.8,27.2,17.3
2024-01-23 13,24.2,0.213,40.1,27.4,16.7
2024-01-23 14,17.5,0.192,49.2,22.6,12.5
2024-01-23 15,18.0,0.194,49.1,18.3,10.9
2024-01-23 16,19.3,0.204,47.4,16.6,11.1
2024-01-23 17,19.0,0.198,48.0,17.0,11.9
2024-01-23 18,19.1,0.207,46.7,18.2,12.4
2024-01-23 19,20.5,0.214,43.0,13.5,10.1
2024-01-23 20,14.7,0.18,45.2,11.2,9.6
2024-01-23 21,11.8,0.159,44.4,7.3,5.4
2024-01-23 22,7.6,0.136,46.2,2.8,2.1
2024-01-23 23,5.3,0.115,49.1,1.4,0.9
2024-01-24 00,4.5,0.109,51.9,1.3,0.7
2024-01-24 01,4.1,0.106,51.7,0.8,0.5
2024-01-24 02,4.7,0.103,50.0,0.7,0.4
2024-01-24 03,4.2,0.101,51.0,0.6,0.3
2024-01-24 04,5.3,0.104,51.3,0.5,0.3
2024-01-24 05,9.5,0.113,48.8,1.2,0.5
2024-01-24 06,24.9,0.142,31.3,2.0,0.8
2024-01-24 07,25.5,0.165,39.5,4.3,2.0
2024-01-24 08,24.2,0.171,47.3,12.4,4.9
2024-01-24 09,15.4,0.159,60.9,18.0,9.0
2024-01-24 10,15.7,0.164,61.6,22.1,11.0
2024-01-24 11,13.9,0.163,64.9,22.8,12.7
2024-01-24 12,14.4,0.157,65.4,25.4,13.7
2024-01-24 13,13.4,0.154,67.2,27.8,13.3
2024-01-24 14,20.5,0.174,59.6,28.7,13.1
2024-01-24 15,25.8,0.201,52.1,32.8,12.8
2024-01-24 16,30.9,0.22,45.3,27.8,11.0
2024-01-24 17,42.3,0.277,32.4,24.1,10.0
2024-01-24 18,40.8,0.317,33.4,22.8,11.1
2024-01-24 19,46.3,0.336,26.4,25.6,13.2
2024-01-24 20,33.3,0.265,40.2,23.6,12.1
2024-01-24 21,17.9,0.18,56.9,13.9,7.8
2024-01-24 22,18.0,0.193,54.2,14.3,8.2
2024-01-24 23,12.9,0.18,57.1,11.1,7.1
2024-01-25 00,14.2,0.188,54.1,9.3,7.0
2024-01-25 01,11.2,0.167,64.1,8.8,6.8
2024-01-25 02,17.2,0.165,58.4,7.8,6.4
2024-01-25 03,13.3,0.185,53.6,7.9,6.6
2024-01-25 04,19.3,0.199,43.1,9.3,8.0
2024-01-25 05,29.5,0.2,32.4,9.9,8.5
2024-01-25 06,51.7,0.217,10.3,12.8,9.5
2024-01-25 07,60.4,0.282,0.5,17.3,11.5
2024-01-25 08,57.0,0.343,1.7,24.8,13.5
2024-01-25 09,49.9,0.333,5.4,25.0,14.3
2024-01-25 10,41.8,0.312,10.6,22.1,11.5
2024-01-25 11,28.6,0.26,21.0,19.8,11.6
2024-01-25 12,25.4,0.224,26.6,18.0,11.7
2024-01-25 13,20.7,0.184,37.3,14.3,6.7
2024-01-25 14,23.1,0.185,35.7,14.4,6.4
2024-01-25 15,24.6,0.183,36.4,11.5,4.5
2024-01-25 16,21.2,0.189,36.7,8.1,4.5
2024-01-25 17,31.7,0.243,26.0,8.8,6.2
2024-01-25 18,33.8,0.252,24.0,9.2,7.0
2024-01-25 19,31.4,0.236,23.3,10.7,8.0
2024-01-25 20,23.2,0.212,26.2,9.9,8.1
2024-01-25 21,20.6,0.208,25.2,9.0,7.5
2024-01-25 22,21.3,0.205,24.8,9.2,7.0
2024-01-25 23,15.4,0.175,32.8,8.3,6.7
2024-01-26 00,11.9,0.158,37.1,8.5,6.6
2024-01-26 01,12.1,0.158,35.4,9.6,7.6
2024-01-26 02,10.8,0.153,39.4,10.5,7.9
2024-01-26 03,8.8,0.141,45.7,10.7,7.7
2024-01-26 04,8.9,0.143,49.2,10.1,7.7
2024-01-26 05,12.9,0.144,48.2,10.4,7.4
2024-01-26 06,17.2,0.151,45.4,11.3,7.5
2024-01-26 07,20.5,0.173,45.4,12.3,7.6
2024-01-26 08,24.4,0.196,41.6,10.5,5.7
2024-01-26 09,27.7,0.203,37.5,8.9,4.0
2024-01-26 10,16.7,0.171,61.2,9.1,3.5
2024-01-26 11,13.4,0.176,66.2,12.0,5.9
2024-01-26 12,11.2,0.173,69.7,13.9,6.9
2024-01-26 13,9.8,0.166,70.4,14.3,4.8
2024-01-26 14,10.4,0.167,69.2,13.6,4.7
2024-01-26 15,12.3,0.17,67.4,13.9,4.7
2024-01-26 16,21.4,0.203,56.5,15.6,5.8
2024-01-26 17,30.3,0.238,46.2,17.6,6.9
2024-01-26 18,34.5,0.282,41.2,20.0,8.8
2024-01-26 19,34.7,0.286,41.5,22.3,11.9
2024-01-26 20,36.1,0.276,39.5,21.8,12.2
2024-01-26 21,28.2,0.256,46.3,23.9,13.4
2024-01-26 22,22.5,0.234,52.0,21.1,11.4
2024-01-26 23,39.3,0.296,34.1,21.2,12.0
2024-01-27 00,69.9,0.398,7.9,24.4,14.7
2024-01-27 01,53.2,0.35,20.7,21.6,13.5
2024-01-27 02,72.5,0.651,2.9,26.0,18.1
2024-01-27 03,73.3,0.872,1.0,34.3,25.4
2024-01-27 04,69.2,0.893,1.7,37.9,29.8
2024-01-27 05,69.0,0.831,0.7,35.7,29.1
2024-01-27 06,68.2,0.721,0.6,32.4,25.3
2024-01-27 07,65.7,0.597,1.4,28.0,20.8
2024-01-27 08,59.1,0.463,6.5,23.4,15.0
2024-01-27 09,56.3,0.449,11.1,27.4,15.9
2024-01-27 10,45.5,0.336,24.1,24.7,13.8
2024-01-27 11,40.2,0.285,31.3,23.0,12.8
2024-01-27 12,35.3,0.283,37.6,26.0,15.3
2024-01-27 13,21.1,0.229,52.8,21.5,11.5
2024-01-27 14,12.8,0.197,61.5,16.4,8.1
2024-01-27 15,17.2,0.214,57.1,17.0,7.7
2024-01-27 16,23.6,0.252,48.8,17.7,9.1
2024-01-27 17,38.7,0.317,33.0,20.7,11.5
2024-01-27 18,39.8,0.351,30.4,24.1,16.5
2024-01-27 19,37.3,0.331,29.8,23.6,17.2
2024-01-27 20,37.2,0.364,24.9,24.0,18.8
2024-01-27 21,34.4,0.357,25.4,22.7,18.2
2024-01-27 22,34.0,0.356,23.8,22.2,17.9
2024-01-27 23,30.3,0.347,26.5,20.7,16.8
2024-01-28 00,32.6,0.346,23.0,19.4,16.0
2024-01-28 01,27.2,0.316,25.9,15.2,12.9
2024-01-28 02,22.7,0.305,26.7,13.6,11.4
2024-01-28 03,35.8,0.318,16.3,13.7,11.6
2024-01-28 04,26.5,0.293,21.5,12.2,10.2
2024-01-28 05,30.2,0.271,16.5,11.2,9.9
2024-01-28 06,33.3,0.259,12.1,11.6,9.6
2024-01-28 07,32.0,0.27,11.5,12.2,10.2
2024-01-28 08,28.7,0.271,14.2,13.2,10.9
2024-01-28 09,30.1,0.29,13.9,15.1,11.8
2024-01-28 10,26.6,0.29,18.9,17.0,13.2
2024-01-28 11,22.2,0.313,22.4,18.6,15.3
2024-01-28 12,24.7,0.326,22.1,23.6,17.9
2024-01-28 13,24.1,0.315,24.2,22.3,17.5
2024-01-28 14,27.8,0.316,20.4,24.4,18.3
2024-01-28 15,34.8,0.341,13.3,27.7,18.0
2024-01-28 16,42.0,0.356,4.6,26.0,18.7
2024-01-28 17,45.2,0.377,1.4,27.2,18.3
2024-01-28 18,48.0,0.467,0.7,26.6,20.8
2024-01-28 19,45.6,0.459,0.9,28.9,22.6
2024-01-28 20,43.0,0.511,1.4,32.2,26.5
2024-01-28 21,39.8,0.54,0.9,32.0,28.2
2024-01-28 22,39.6,0.54,0.8,29.5,26.7
2024-01-28 23,37.2,0.54,0.7,29.5,26.8
2024-01-29 00,35.7,0.533,0.6,29.3,27.0
2024-01-29 01,35.6,0.545,0.3,27.7,25.5
2024-01-29 02,36.0,0.55,0.1,26.5,24.2
2024-01-29 03,34.3,0.446,2.4,21.3,19.7
2024-01-29 04,33.3,0.342,4.6,16.6,14.5
2024-01-29 05,37.0,0.329,1.5,15.9,13.4
2024-01-29 06,42.5,0.401,0.1,17.7,13.7
2024-01-29 07,46.8,0.457,0.1,26.3,16.4
2024-01-29 08,45.9,0.454,2.2,29.2,15.6
2024-01-29 09,46.7,0.414,5.8,32.1,17.2
